Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
16/09/2006,2006/07,Colchester,QPR,2,1,H,2,0,H,A Wiley,8,10,4,4,8,13,7,6,0,3,0,0,20060916,English Second
16/09/2006,2006/07,Coventry,Leeds,1,0,H,1,0,H,I Williamson,13,9,8,3,16,15,6,6,2,3,0,0,20060916,English Second
16/09/2006,2006/07,Derby,Preston,1,1,D,1,1,D,G Laws,12,11,8,5,10,16,4,11,1,2,0,0,20060916,English Second
16/09/2006,2006/07,Norwich,Crystal Palace,0,1,A,0,0,D,A D'Urso,13,16,2,9,12,6,7,7,1,2,0,0,20060916,English Second
16/09/2006,2006/07,Southampton,Plymouth,1,0,H,0,0,D,R Lee,10,7,7,4,16,17,5,5,1,2,0,0,20060916,English Second
16/09/2006,2006/07,Stoke,Burnley,0,1,A,0,1,A,C Foy,12,9,8,4,18,16,6,0,1,2,0,0,20060916,English Second
16/09/2006,2006/07,Sunderland,Leicester,1,1,D,0,0,D,M Pike,9,14,4,7,11,12,2,5,0,1,0,0,20060916,English Second
16/09/2006,2006/07,West Brom,Southend,1,1,D,0,0,D,R Booth,16,10,10,7,7,10,6,4,1,4,0,0,20060916,English Second
15/09/2006,2006/07,Hull,Sheffield Weds,2,1,H,2,1,H,G Salisbury,10,11,5,5,10,14,10,10,3,2,0,0,20060915,English Second
13/09/2006,2006/07,Leeds,Sunderland,0,3,A,0,2,A,A Marriner,5,15,0,9,12,15,4,5,5,2,0,0,20060913,English Second
12/09/2006,2006/07,Burnley,Barnsley,4,2,H,1,2,A,G Sutton,20,17,14,10,18,14,6,3,2,2,0,0,20060912,English Second
12/09/2006,2006/07,Crystal Palace,Southampton,0,2,A,0,1,A,C Penton,2,9,0,7,13,10,4,8,1,2,0,0,20060912,English Second
12/09/2006,2006/07,Ipswich,Coventry,2,1,H,0,0,D,P Taylor,16,11,11,5,16,10,8,9,3,2,0,0,20060912,English Second
12/09/2006,2006/07,Leicester,Hull,0,1,A,0,0,D,M Jones,18,4,13,4,7,19,13,0,1,1,0,0,20060912,English Second
12/09/2006,2006/07,Luton,Colchester,1,1,D,1,1,D,K Friend,16,4,4,1,12,11,12,3,1,2,0,0,20060912,English Second
12/09/2006,2006/07,Plymouth,Cardiff,3,3,D,0,2,A,S Tanner,13,8,6,4,14,10,6,3,1,5,0,0,20060912,English Second
12/09/2006,2006/07,Preston,West Brom,1,0,H,0,0,D,C Boyeson,12,19,7,9,12,10,6,9,2,3,0,0,20060912,English Second
12/09/2006,2006/07,QPR,Birmingham,0,2,A,0,1,A,P Melin,9,13,1,5,12,18,5,5,0,3,0,1,20060912,English Second
12/09/2006,2006/07,Sheffield Weds,Stoke,1,1,D,1,1,D,A Wiley,10,5,3,2,11,8,5,4,2,2,0,0,20060912,English Second
12/09/2006,2006/07,Southend,Norwich,3,3,D,1,2,A,U Rennie,13,19,11,7,10,14,6,4,2,1,0,0,20060912,English Second
12/09/2006,2006/07,Wolves,Derby,0,1,A,0,1,A,N Swarbrick,10,9,3,6,9,19,9,5,0,3,0,0,20060912,English Second
10/09/2006,2006/07,Leeds,Wolves,0,1,A,0,0,D,L Mason,17,11,10,4,12,20,7,6,0,3,0,0,20060910,English Second
9/09/2006,2006/07,Barnsley,Stoke,2,2,D,0,2,A,C Webster,13,9,8,4,14,12,10,3,1,2,0,0,20060909,English Second
9/09/2006,2006/07,Birmingham,Hull,2,1,H,1,0,H,T Kettle,11,9,7,3,10,19,2,2,2,2,0,1,20060909,English Second
9/09/2006,2006/07,Burnley,Colchester,1,2,A,0,1,A,R Olivier,15,3,11,2,6,9,8,0,0,1,0,0,20060909,English Second
9/09/2006,2006/07,Coventry,Norwich,3,0,H,1,0,H,J Moss,7,11,3,5,14,17,2,6,2,4,0,0,20060909,English Second
9/09/2006,2006/07,Derby,Sunderland,1,2,A,1,0,H,A Bates,14,10,5,3,14,15,5,4,1,5,0,0,20060909,English Second
9/09/2006,2006/07,Ipswich,Southampton,2,1,H,0,1,A,M Halsey,9,16,4,6,13,14,4,7,3,4,0,0,20060909,English Second
9/09/2006,2006/07,Luton,Crystal Palace,2,1,H,1,0,H,P Armstrong,7,5,3,1,13,14,5,10,0,1,0,0,20060909,English Second
9/09/2006,2006/07,Plymouth,QPR,1,1,D,1,1,D,A Marriner,15,4,4,4,17,20,14,2,1,3,0,0,20060909,English Second
9/09/2006,2006/07,Preston,Cardiff,2,1,H,0,0,D,E Ilderton,14,7,5,3,11,7,11,7,1,2,1,1,20060909,English Second
9/09/2006,2006/07,Southend,Sheffield Weds,0,0,D,0,0,D,R Beeby,11,14,4,4,14,13,6,3,2,1,0,0,20060909,English Second
9/09/2006,2006/07,West Brom,Leicester,2,0,H,0,0,D,M Atkinson,9,8,5,2,16,14,4,3,1,0,0,0,20060909,English Second
28/08/2006,2006/07,Sunderland,West Brom,2,0,H,1,0,H,P Joslin,13,8,5,4,17,16,6,3,2,2,0,0,20060828,English Second
27/08/2006,2006/07,Sheffield Weds,Leeds,0,1,A,0,0,D,S Bennett,10,4,3,0,15,11,4,10,3,0,1,0,20060827,English Second
26/08/2006,2006/07,Cardiff,Birmingham,2,0,H,1,0,H,P Crossley,18,11,8,6,14,16,7,5,1,2,0,0,20060826,English Second
26/08/2006,2006/07,Colchester,Derby,4,3,H,2,1,H,P Walton,11,9,5,5,12,12,8,7,0,2,0,0,20060826,English Second
26/08/2006,2006/07,Crystal Palace,Burnley,2,2,D,0,1,A,L Probert,5,3,2,2,9,9,9,5,0,1,0,0,20060826,English Second
26/08/2006,2006/07,Hull,Coventry,0,1,A,0,0,D,N Swarbrick,14,5,6,3,19,16,7,3,0,2,0,0,20060826,English Second
26/08/2006,2006/07,Leicester,Southend,1,0,H,1,0,H,C Boyeson,10,10,7,4,21,13,7,5,2,1,0,0,20060826,English Second
26/08/2006,2006/07,Norwich,Barnsley,5,1,H,2,1,H,I Williamson,20,11,12,7,12,10,6,10,0,0,0,1,20060826,English Second
26/08/2006,2006/07,Southampton,Preston,1,1,D,1,0,H,P Miller,16,7,5,4,15,17,7,4,0,3,0,0,20060826,English Second
26/08/2006,2006/07,Stoke,Plymouth,1,1,D,1,0,H,E Ilderton,11,12,6,9,9,18,3,3,0,3,0,0,20060826,English Second
26/08/2006,2006/07,Wolves,Luton,1,0,H,0,0,D,P Robinson,11,13,6,7,13,9,4,7,0,0,0,0,20060826,English Second
25/08/2006,2006/07,QPR,Ipswich,1,3,A,0,0,D,L Mason,13,20,7,8,10,6,2,7,1,0,0,0,20060825,English Second
19/08/2006,2006/07,Barnsley,Southampton,2,2,D,1,0,H,M Dean,9,14,7,9,16,9,4,9,1,2,0,0,20060819,English Second
19/08/2006,2006/07,Birmingham,Crystal Palace,2,1,H,1,1,D,M Jones,15,6,8,3,8,14,6,7,1,0,0,0,20060819,English Second
19/08/2006,2006/07,Burnley,Wolves,0,1,A,0,1,A,C Oliver,10,11,3,3,16,19,5,7,0,4,0,0,20060819,English Second
19/08/2006,2006/07,Derby,Norwich,0,0,D,0,0,D,R Beeby,15,13,8,3,15,14,3,6,3,2,0,0,20060819,English Second
19/08/2006,2006/07,Ipswich,Hull,0,0,D,0,0,D,D Gallagher,7,5,1,3,14,17,7,2,1,2,0,0,20060819,English Second
19/08/2006,2006/07,Leeds,Cardiff,0,1,A,0,0,D,N Miller,10,12,6,6,12,9,7,3,3,0,0,1,20060819,English Second
19/08/2006,2006/07,Luton,Stoke,2,2,D,0,1,A,G Sutton,18,10,8,4,10,11,10,4,0,2,0,0,20060819,English Second
19/08/2006,2006/07,Plymouth,Sheffield Weds,1,2,A,1,0,H,P Melin,11,8,6,6,18,15,7,4,1,3,0,0,20060819,English Second
19/08/2006,2006/07,Preston,QPR,1,1,D,0,1,A,M Pike,12,10,7,4,7,6,9,7,1,0,0,0,20060819,English Second
19/08/2006,2006/07,Southend,Sunderland,3,1,H,1,0,H,J Singh,8,14,3,6,9,12,5,5,0,2,0,0,20060819,English Second
19/08/2006,2006/07,West Brom,Colchester,2,1,H,2,0,H,P Taylor,8,10,6,5,20,12,18,8,3,0,0,0,20060819,English Second
18/08/2006,2006/07,Coventry,Leicester,0,0,D,0,0,D,A Hall,7,15,3,10,16,23,4,8,2,2,0,0,20060818,English Second
13/08/2006,2006/07,Crystal Palace,Leeds,1,0,H,0,0,D,R Styles,15,8,7,2,9,11,9,3,2,2,0,1,20060813,English Second
12/08/2006,2006/07,Cardiff,Coventry,1,0,H,0,0,D,R Booth,13,10,7,5,17,9,7,10,2,1,0,0,20060812,English Second
12/08/2006,2006/07,Colchester,Barnsley,1,2,A,1,0,H,G Poll,14,12,3,7,6,16,7,7,2,1,0,0,20060812,English Second
12/08/2006,2006/07,Hull,Derby,1,2,A,1,1,D,A Woolmer,9,7,4,4,17,13,2,2,3,2,0,0,20060812,English Second
12/08/2006,2006/07,Leicester,Ipswich,3,1,H,1,0,H,J Moss,10,7,5,4,15,14,8,6,0,1,0,0,20060812,English Second
12/08/2006,2006/07,Norwich,Luton,3,2,H,0,1,A,A Penn,14,12,8,4,11,9,7,6,2,1,0,0,20060812,English Second
12/08/2006,2006/07,QPR,Southend,2,0,H,2,0,H,I Williamson,14,13,8,4,9,11,7,4,3,1,0,0,20060812,English Second
12/08/2006,2006/07,Sheffield Weds,Burnley,1,1,D,0,0,D,C Webster,4,3,1,1,5,4,3,6,1,2,0,1,20060812,English Second
12/08/2006,2006/07,Southampton,West Brom,0,0,D,0,0,D,S Tanner,21,9,6,2,8,20,6,3,1,2,0,0,20060812,English Second
12/08/2006,2006/07,Stoke,Birmingham,0,0,D,0,0,D,R Beeby,10,2,7,0,19,13,6,2,2,1,0,0,20060812,English Second
12/08/2006,2006/07,Sunderland,Plymouth,2,3,A,1,2,A,R Olivier,8,8,5,8,14,21,5,7,0,0,0,0,20060812,English Second
11/08/2006,2006/07,Wolves,Preston,1,3,A,1,1,D,U Rennie,13,11,9,7,17,14,3,7,1,4,0,0,20060811,English Second
9/08/2006,2006/07,Southampton,Coventry,2,0,H,0,0,D,G Hegley,16,13,8,8,10,13,6,9,0,2,0,0,20060809,English Second
9/08/2006,2006/07,Sunderland,Birmingham,0,1,A,0,1,A,G Salisbury,16,7,8,3,8,13,6,3,0,2,0,0,20060809,English Second
8/08/2006,2006/07,Cardiff,West Brom,1,1,D,1,1,D,C Foy,14,11,4,5,6,17,10,5,1,3,0,0,20060808,English Second
8/08/2006,2006/07,Colchester,Plymouth,0,1,A,0,1,A,R Booth,8,5,3,4,11,13,7,6,2,4,0,0,20060808,English Second
8/08/2006,2006/07,Crystal Palace,Southend,3,1,H,0,1,A,K Hill,5,5,4,2,9,9,5,6,0,0,0,0,20060808,English Second
8/08/2006,2006/07,Hull,Barnsley,2,3,A,2,1,H,S Mathieson,15,16,7,11,11,7,2,5,1,0,0,0,20060808,English Second
8/08/2006,2006/07,Leicester,Burnley,0,1,A,0,1,A,H Webb,9,6,5,2,17,16,8,5,2,2,0,0,20060808,English Second
8/08/2006,2006/07,Norwich,Preston,2,0,H,0,0,D,P Joslin,14,7,9,3,12,18,3,5,1,3,0,1,20060808,English Second
8/08/2006,2006/07,QPR,Leeds,2,2,D,0,0,D,K Friend,16,13,9,9,19,19,5,6,1,4,0,0,20060808,English Second
8/08/2006,2006/07,Sheffield Weds,Luton,0,1,A,0,1,A,A Bates,13,10,4,5,6,5,4,1,0,2,0,0,20060808,English Second
8/08/2006,2006/07,Stoke,Derby,2,0,H,1,0,H,M Clattenburg,6,2,2,1,13,9,3,7,1,3,0,0,20060808,English Second
8/08/2006,2006/07,Wolves,Ipswich,1,0,H,1,0,H,T Kettle,8,7,6,1,15,13,2,4,0,3,1,0,20060808,English Second
6/08/2006,2006/07,Coventry,Sunderland,2,1,H,0,0,D,C Foy,7,10,4,5,18,19,6,5,1,1,0,0,20060806,English Second
6/08/2006,2006/07,Derby,Southampton,2,2,D,1,0,H,A D'Urso,15,13,8,6,11,12,8,5,0,2,0,0,20060806,English Second
5/08/2006,2006/07,Barnsley,Cardiff,1,2,A,1,2,A,L Mason,16,11,4,6,19,8,4,3,2,1,0,0,20060805,English Second
5/08/2006,2006/07,Birmingham,Colchester,2,1,H,1,0,H,K Stroud,12,11,6,5,8,9,5,4,1,0,1,0,20060805,English Second
5/08/2006,2006/07,Burnley,QPR,2,0,H,0,0,D,M Clattenburg,14,10,9,6,14,14,9,4,3,0,0,0,20060805,English Second
5/08/2006,2006/07,Ipswich,Crystal Palace,1,2,A,1,0,H,K Wright,9,8,3,6,15,16,8,4,2,2,0,0,20060805,English Second
5/08/2006,2006/07,Leeds,Norwich,1,0,H,1,0,H,G Laws,8,11,5,4,13,15,4,4,2,0,0,0,20060805,English Second
5/08/2006,2006/07,Luton,Leicester,2,0,H,1,0,H,C Penton,12,11,5,4,21,15,8,4,2,3,0,0,20060805,English Second
5/08/2006,2006/07,Plymouth,Wolves,1,1,D,1,0,H,I Williamson,12,4,10,2,18,12,11,2,4,2,0,0,20060805,English Second
5/08/2006,2006/07,Preston,Sheffield Weds,0,0,D,0,0,D,P Walton,13,14,6,5,10,8,7,0,2,1,0,1,20060805,English Second
5/08/2006,2006/07,Southend,Stoke,1,0,H,1,0,H,M Russell,12,10,8,6,7,13,9,7,0,1,0,0,20060805,English Second
5/08/2006,2006/07,West Brom,Hull,2,0,H,0,0,D,L Probert,13,8,9,3,14,15,6,7,1,2,0,0,20060805,English Second
30/04/2006,2005/06,Brighton,Stoke,1,5,A,0,3,A,K Wright,11,11,6,9,9,19,4,8,1,0,0,0,20060430,English Second
30/04/2006,2005/06,Burnley,Luton,1,1,D,0,1,A,R Booth,21,6,17,2,9,11,4,4,0,2,0,0,20060430,English Second
30/04/2006,2005/06,Coventry,Cardiff,3,1,H,1,1,D,T Kettle,10,17,4,7,16,14,6,5,0,3,0,0,20060430,English Second
30/04/2006,2005/06,Crewe,Millwall,4,2,H,1,1,D,G Salisbury,12,16,8,5,6,13,5,3,0,0,0,0,20060430,English Second
30/04/2006,2005/06,Derby,Sheffield Weds,0,2,A,0,1,A,P Dowd,10,9,7,5,18,22,6,1,2,3,0,0,20060430,English Second
30/04/2006,2005/06,Norwich,Wolves,1,2,A,0,1,A,I Williamson,11,11,7,6,16,21,7,5,2,3,0,1,20060430,English Second
30/04/2006,2005/06,Plymouth,Ipswich,2,1,H,1,1,D,B Curson,12,3,4,2,14,13,3,4,1,2,0,0,20060430,English Second
30/04/2006,2005/06,Preston,Leeds,2,0,H,1,0,H,U Rennie,12,7,4,3,21,11,4,4,3,1,0,0,20060430,English Second
30/04/2006,2005/06,Reading,QPR,2,1,H,1,0,H,D Drysdale,11,15,5,8,14,12,9,6,0,0,0,0,20060430,English Second
30/04/2006,2005/06,Sheffield United,Crystal Palace,1,0,H,0,0,D,A Leake,9,6,2,2,9,10,4,1,1,2,0,0,20060430,English Second
30/04/2006,2005/06,Southampton,Leicester,2,0,H,2,0,H,M Fletcher,12,6,6,2,13,13,5,5,1,2,0,0,20060430,English Second
30/04/2006,2005/06,Watford,Hull,0,0,D,0,0,D,K Friend,13,12,8,5,11,11,7,2,0,0,0,0,20060430,English Second
22/04/2006,2005/06,Cardiff,Norwich,0,1,A,0,1,A,A Marriner,12,6,4,3,13,10,4,4,1,1,0,0,20060422,English Second
22/04/2006,2005/06,Crystal Palace,Southampton,2,1,H,0,0,D,R Beeby,6,13,4,5,11,11,8,5,1,2,0,0,20060422,English Second
22/04/2006,2005/06,Hull,Preston,1,1,D,1,1,D,A Bates,10,8,4,5,7,14,4,7,0,2,0,0,20060422,English Second
22/04/2006,2005/06,Ipswich,Derby,2,0,H,0,0,D,L Probert,11,10,3,3,8,8,10,2,0,1,0,0,20060422,English Second
22/04/2006,2005/06,Leeds,Crewe,1,0,H,0,0,D,N Miller,14,11,7,4,10,3,7,2,0,0,0,0,20060422,English Second
22/04/2006,2005/06,Leicester,Plymouth,1,0,H,0,0,D,P Joslin,7,6,2,3,12,12,5,3,1,0,0,0,20060422,English Second
22/04/2006,2005/06,Luton,Sheffield United,1,1,D,0,0,D,R Olivier,15,8,5,2,10,14,4,9,1,2,0,0,20060422,English Second
22/04/2006,2005/06,Millwall,Burnley,1,0,H,1,0,H,C Penton,10,7,6,4,14,14,9,0,1,2,0,0,20060422,English Second
22/04/2006,2005/06,QPR,Watford,1,2,A,1,1,D,A D'Urso,5,9,2,2,17,10,2,5,1,2,1,0,20060422,English Second
22/04/2006,2005/06,Sheffield Weds,Reading,1,1,D,0,1,A,L Mason,11,7,8,4,8,11,3,10,1,1,0,0,20060422,English Second
22/04/2006,2005/06,Stoke,Coventry,0,1,A,0,0,D,P Walton,18,9,8,6,13,11,7,4,1,0,0,0,20060422,English Second
22/04/2006,2005/06,Wolves,Brighton,1,0,H,1,0,H,N Swarbrick,11,8,2,3,14,10,10,4,1,1,0,0,20060422,English Second
18/04/2006,2005/06,Sheffield United,Leeds,1,1,D,1,1,D,G Poll,9,7,5,4,16,12,5,4,0,4,0,0,20060418,English Second
17/04/2006,2005/06,Brighton,Sheffield Weds,0,2,A,0,1,A,P Taylor,9,3,7,2,18,17,7,5,4,1,1,0,20060417,English Second
17/04/2006,2005/06,Burnley,Crystal Palace,0,0,D,0,0,D,M Dean,11,7,3,4,15,8,10,5,2,2,0,0,20060417,English Second
17/04/2006,2005/06,Coventry,Leicester,1,1,D,1,1,D,K Hill,6,8,3,5,25,22,3,4,1,3,0,1,20060417,English Second
17/04/2006,2005/06,Crewe,Cardiff,1,1,D,0,0,D,J Moss,9,18,4,8,8,11,5,5,0,0,0,0,20060417,English Second
17/04/2006,2005/06,Derby,Hull,1,1,D,0,1,A,A D'Urso,10,10,6,5,11,19,12,8,0,0,0,0,20060417,English Second
17/04/2006,2005/06,Norwich,QPR,3,2,H,0,1,A,B Curson,12,14,7,10,8,20,6,8,1,2,0,0,20060417,English Second
17/04/2006,2005/06,Plymouth,Luton,1,2,A,0,0,D,A Hall,8,12,3,10,12,15,5,5,1,2,0,0,20060417,English Second
17/04/2006,2005/06,Preston,Wolves,2,0,H,1,0,H,K Friend,11,3,6,2,9,11,8,1,0,0,0,0,20060417,English Second
17/04/2006,2005/06,Reading,Stoke,3,1,H,1,0,H,S Mathieson,7,8,3,3,8,16,3,4,0,0,0,0,20060417,English Second
17/04/2006,2005/06,Southampton,Millwall,2,0,H,1,0,H,A Woolmer,11,11,6,6,11,13,9,6,1,1,0,0,20060417,English Second
17/04/2006,2005/06,Watford,Ipswich,2,1,H,1,0,H,C Webster,13,8,7,4,16,11,7,5,1,1,0,0,20060417,English Second
15/04/2006,2005/06,Crystal Palace,Crewe,2,2,D,2,0,H,M Russell,18,5,11,3,13,4,7,4,0,0,0,0,20060415,English Second
15/04/2006,2005/06,Hull,Burnley,0,0,D,0,0,D,D Drysdale,9,11,7,3,8,14,6,2,0,4,0,0,20060415,English Second
15/04/2006,2005/06,Ipswich,Brighton,1,2,A,0,1,A,I Williamson,19,13,10,8,11,13,7,4,2,4,0,0,20060415,English Second
15/04/2006,2005/06,Leeds,Reading,1,1,D,0,0,D,M Halsey,8,5,3,2,10,10,4,4,0,0,0,0,20060415,English Second
15/04/2006,2005/06,Leicester,Preston,1,2,A,1,1,D,D Gallagher,12,6,6,6,13,14,7,5,0,5,0,0,20060415,English Second
15/04/2006,2005/06,Luton,Coventry,1,2,A,0,2,A,R Beeby,11,11,8,7,22,20,7,2,3,0,0,0,20060415,English Second
15/04/2006,2005/06,Millwall,Plymouth,1,1,D,1,1,D,P Walton,9,6,6,1,18,12,9,2,1,2,0,0,20060415,English Second
15/04/2006,2005/06,QPR,Derby,1,1,D,0,0,D,T Kettle,13,7,8,4,17,12,12,1,1,1,0,1,20060415,English Second
15/04/2006,2005/06,Sheffield Weds,Norwich,1,0,H,1,0,H,K Stroud,10,5,4,2,18,19,6,3,2,1,0,0,20060415,English Second
15/04/2006,2005/06,Stoke,Southampton,1,2,A,0,2,A,P Robinson,2,7,1,4,12,15,4,12,1,1,0,0,20060415,English Second
14/04/2006,2005/06,Cardiff,Sheffield United,0,1,A,0,0,D,M Jones,9,5,3,1,12,13,6,5,0,1,0,0,20060414,English Second
14/04/2006,2005/06,Wolves,Watford,1,1,D,1,0,H,K Wright,9,10,5,8,18,12,6,5,1,0,0,1,20060414,English Second
9/04/2006,2005/06,Watford,Luton,1,1,D,1,0,H,M Dean,10,11,7,6,12,17,5,5,2,3,0,0,20060409,English Second
8/04/2006,2005/06,Brighton,Southampton,0,2,A,0,1,A,M Atkinson,11,10,5,5,14,11,6,8,1,0,0,0,20060408,English Second
8/04/2006,2005/06,Burnley,QPR,1,0,H,0,0,D,R Olivier,7,6,4,3,13,15,4,3,0,0,0,0,20060408,English Second
8/04/2006,2005/06,Cardiff,Reading,2,5,A,0,2,A,A Leake,16,12,8,6,10,9,8,2,1,0,0,0,20060408,English Second
8/04/2006,2005/06,Crewe,Sheffield Weds,2,0,H,2,0,H,C Penton,8,16,5,7,10,10,5,4,2,2,0,0,20060408,English Second
8/04/2006,2005/06,Derby,Millwall,1,0,H,1,0,H,P Taylor,20,10,10,3,13,15,5,4,0,1,0,0,20060408,English Second
8/04/2006,2005/06,Ipswich,Stoke,1,4,A,0,0,D,P Miller,12,22,7,9,10,16,5,4,1,1,0,0,20060408,English Second
8/04/2006,2005/06,Leeds,Plymouth,0,0,D,0,0,D,M Thorpe,9,8,2,1,8,16,4,3,1,3,0,0,20060408,English Second
8/04/2006,2005/06,Preston,Norwich,2,0,H,2,0,H,M Fletcher,9,4,2,1,12,8,4,6,1,1,0,0,20060408,English Second
8/04/2006,2005/06,Sheffield United,Hull,3,2,H,1,0,H,P Crossley,17,7,8,4,10,12,9,2,0,1,0,0,20060408,English Second
8/04/2006,2005/06,Wolves,Coventry,2,2,D,2,1,H,D Gallagher,12,10,7,6,15,10,5,4,2,1,0,0,20060408,English Second
7/04/2006,2005/06,Leicester,Crystal Palace,2,0,H,1,0,H,G Laws,11,9,7,5,16,13,3,7,2,2,0,0,20060407,English Second
1/04/2006,2005/06,Coventry,Preston,0,1,A,0,1,A,M Pike,11,12,8,4,14,9,8,3,1,3,0,0,20060401,English Second
1/04/2006,2005/06,Hull,Leeds,1,0,H,0,0,D,E Ilderton,7,12,6,4,11,6,6,8,2,1,0,0,20060401,English Second
1/04/2006,2005/06,Luton,Ipswich,1,0,H,0,0,D,L Mason,14,7,6,3,13,8,6,8,4,0,0,0,20060401,English Second
1/04/2006,2005/06,Millwall,Brighton,0,2,A,0,2,A,K Hill,5,7,1,7,13,12,6,5,3,0,0,0,20060401,English Second
1/04/2006,2005/06,Norwich,Leicester,2,1,H,1,0,H,A D'Urso,7,11,2,8,13,10,7,2,1,2,0,0,20060401,English Second
1/04/2006,2005/06,Plymouth,Wolves,2,0,H,1,0,H,P Melin,15,4,6,1,14,18,8,1,1,3,0,0,20060401,English Second
1/04/2006,2005/06,QPR,Crewe,1,2,A,0,1,A,S Tanner,20,12,9,7,19,14,10,3,2,0,0,0,20060401,English Second
1/04/2006,2005/06,Reading,Derby,5,0,H,0,0,D,A Bates,19,9,12,7,10,7,8,5,0,0,0,0,20060401,English Second
1/04/2006,2005/06,Sheffield Weds,Burnley,0,0,D,0,0,D,G Laws,10,4,3,2,9,6,4,4,1,1,0,0,20060401,English Second
1/04/2006,2005/06,Southampton,Cardiff,3,2,H,0,0,D,P Walton,16,9,7,7,12,17,8,11,1,1,0,0,20060401,English Second
1/04/2006,2005/06,Stoke,Sheffield United,1,1,D,1,0,H,A Marriner,9,9,5,4,10,8,2,4,1,1,0,0,20060401,English Second
31/03/2006,2005/06,Crystal Palace,Watford,3,1,H,0,1,A,M Thorpe,11,8,6,4,6,17,5,8,1,0,0,0,20060331,English Second
29/03/2006,2005/06,QPR,Stoke,1,2,A,1,0,H,P Walton,8,6,2,3,14,11,7,2,0,2,0,0,20060329,English Second
28/03/2006,2005/06,Burnley,Southampton,1,1,D,1,1,D,A Marriner,8,5,5,2,10,13,5,2,0,0,0,0,20060328,English Second
28/03/2006,2005/06,Preston,Crewe,1,0,H,1,0,H,M Thorpe,17,11,7,6,14,12,7,4,2,1,0,0,20060328,English Second
25/03/2006,2005/06,Brighton,Luton,1,1,D,1,0,H,P Armstrong,4,4,2,4,10,11,3,5,1,1,0,0,20060325,English Second
25/03/2006,2005/06,Cardiff,QPR,0,0,D,0,0,D,K Wright,7,5,4,3,13,15,2,4,1,0,0,0,20060325,English Second
25/03/2006,2005/06,Crewe,Coventry,4,1,H,3,1,H,M Atkinson,22,10,12,5,6,10,10,5,0,1,0,0,20060325,English Second
25/03/2006,2005/06,Derby,Crystal Palace,2,1,H,1,1,D,A Wiley,15,12,10,9,14,19,5,11,2,2,0,0,20060325,English Second
25/03/2006,2005/06,Ipswich,Hull,1,1,D,1,0,H,R Olivier,25,15,16,5,11,13,5,8,0,1,0,0,20060325,English Second
25/03/2006,2005/06,Leeds,Stoke,0,0,D,0,0,D,K Stroud,9,12,6,6,14,24,9,5,2,1,0,0,20060325,English Second
25/03/2006,2005/06,Leicester,Reading,1,1,D,1,0,H,C Penton,13,8,9,5,18,16,8,6,1,2,0,0,20060325,English Second
25/03/2006,2005/06,Preston,Plymouth,0,0,D,0,0,D,N Miller,7,8,3,5,9,9,10,7,2,1,0,0,20060325,English Second
25/03/2006,2005/06,Sheffield United,Southampton,3,0,H,2,0,H,A Bates,13,11,6,2,6,9,9,2,0,1,0,0,20060325,English Second
25/03/2006,2005/06,Watford,Millwall,0,2,A,0,0,D,A D'Urso,13,8,6,5,12,17,10,3,1,4,0,0,20060325,English Second
25/03/2006,2005/06,Wolves,Sheffield Weds,1,3,A,0,1,A,D Drysdale,10,9,8,7,15,12,8,2,3,0,0,0,20060325,English Second
24/03/2006,2005/06,Burnley,Norwich,2,0,H,1,0,H,C Webster,8,9,4,4,11,14,2,5,0,1,0,0,20060324,English Second
21/03/2006,2005/06,Leeds,Crystal Palace,0,1,A,0,1,A,P Joslin,8,6,2,3,15,19,5,2,2,1,0,0,20060321,English Second
20/03/2006,2005/06,Southampton,Watford,1,3,A,0,1,A,I Williamson,10,15,2,7,19,17,3,4,0,1,0,0,20060320,English Second
18/03/2006,2005/06,Coventry,Leeds,1,1,D,1,0,H,C Oliver,9,15,5,6,17,13,4,6,3,0,0,0,20060318,English Second
18/03/2006,2005/06,Crystal Palace,Ipswich,2,2,D,1,1,D,K Friend,12,7,6,4,16,16,5,5,0,3,0,1,20060318,English Second
18/03/2006,2005/06,Hull,Crewe,1,0,H,1,0,H,T Kettle,11,5,5,3,10,5,2,7,0,0,0,0,20060318,English Second
18/03/2006,2005/06,Luton,Derby,1,0,H,0,0,D,N Miller,14,8,5,3,12,5,5,4,1,0,0,0,20060318,English Second
18/03/2006,2005/06,Millwall,Leicester,0,1,A,0,1,A,M Thorpe,4,2,4,1,16,15,13,0,2,1,0,0,20060318,English Second
18/03/2006,2005/06,Norwich,Sheffield United,2,1,H,2,1,H,P Taylor,8,14,4,7,11,14,6,7,0,0,0,0,20060318,English Second
18/03/2006,2005/06,Plymouth,Cardiff,0,1,A,0,1,A,R Olivier,12,13,3,6,13,18,14,3,1,5,0,0,20060318,English Second
18/03/2006,2005/06,QPR,Brighton,1,1,D,1,0,H,A Leake,11,5,4,2,7,19,4,5,1,2,1,0,20060318,English Second
18/03/2006,2005/06,Reading,Wolves,1,1,D,1,0,H,P Walton,10,7,6,3,10,6,8,2,2,2,0,0,20060318,English Second
